sample_id,timestamp,room_id,room_type,building_zone,lesson_type,room_area_m2,capacity,occupancy_count,hvac_airflow_m3h,ventilation_level,outdoor_temp_c,indoor_temp_c,humidity_pct,co2_ppm_current,minutes_since_lesson_start,minutes_until_break,noise_level_db,is_exam_period,floor,future_co2_ppm,co2_risk_next_30min
ag-04458,2026-02-25T15:05:00,W-445,lecture,west,none,68.7,69,36,339.3,0.41,4.6,22.0,45.1,576.0,27,69,66.5,True,4,834.3,0
ag-04459,2026-02-27T09:00:00,C-171,lecture,central,lecture,132.8,112,117,390.3,0.085,-2.0,25.6,61.7,1218.0,41,46,75.2,False,2,1835.9,1
ag-04460,2026-03-11T13:50:00,S-302,lecture,south,practice,117.2,83,16,868.4,0.517,9.6,22.9,44.1,505.5,46,40,45.3,False,6,514.4,0
ag-04461,2026-03-10T18:30:00,E-188,seminar,east,lab,47.3,38,30,293.7,0.509,6.5,24.3,66.1,641.7,2,80,59.1,False,3,810.7,0
ag-04462,2026-04-19T18:15:00,W-120,lecture,west,exam,140.4,128,114,1482.8,0.594,12.9,22.2,55.3,1007.5,59,23,61.5,False,6,1588.8,1
ag-04463,2026-05-02T12:10:00,S-502,coworking,south,lecture,47.8,34,24,380.6,0.609,12.1,22.5,61.8,534.3,24,71,57.0,True,6,681.8,0
ag-04464,2026-03-03T17:45:00,C-260,seminar,central,lab,37.2,32,25,250.9,0.623,-4.5,24.0,49.6,566.3,53,35,65.9,False,6,667.4,0
ag-04465,2026-02-19T15:00:00,W-559,lab,west,lecture,23.7,26,20,328.1,0.905,9.3,25.0,64.1,476.7,77,19,65.5,False,6,594.4,0
ag-04466,2026-04-30T13:00:00,E-238,seminar,east,exam,57.6,41,37,326.7,0.469,13.2,25.1,68.6,623.1,44,45,61.5,False,3,776.6,0
ag-04467,2026-04-19T13:20:00,S-229,seminar,south,exam,44.9,46,42,207.8,0.259,5.2,25.4,73.1,789.0,15,67,65.9,False,2,955.2,0
ag-04468,2026-02-14T10:40:00,E-580,seminar,east,none,60.0,49,19,579.3,0.793,-2.6,22.0,46.1,602.7,67,24,49.1,False,1,566.6,0
ag-04469,2026-03-27T15:25:00,E-577,lab,east,lecture,51.6,41,27,251.0,0.308,6.5,20.6,43.8,684.7,70,21,52.6,False,7,919.9,0
ag-04470,2026-03-11T10:55:00,E-271,seminar,east,lab,38.6,27,13,204.9,0.447,1.5,21.9,57.3,611.2,54,28,63.0,False,5,658.6,0
ag-04471,2026-03-28T14:20:00,E-271,lecture,east,lecture,96.6,89,71,616.1,0.542,-1.3,22.8,57.1,957.2,0,75,67.1,True,3,1439.4,1
ag-04472,2026-05-08T12:55:00,S-342,lecture,south,practice,142.1,116,63,1039.0,0.39,13.3,22.6,59.0,644.1,13,86,52.4,True,2,857.5,0
ag-04473,2026-04-13T13:25:00,E-350,coworking,east,practice,34.7,35,30,368.1,0.52,11.2,23.2,51.8,653.5,86,3,58.5,False,2,762.1,0
ag-04474,2026-04-03T08:40:00,E-191,lecture,east,lecture,97.1,68,56,729.5,0.69,5.9,23.6,62.8,835.8,69,22,63.4,False,2,983.8,0
ag-04475,2026-03-08T18:00:00,S-454,lecture,south,lecture,65.1,72,71,749.4,0.695,7.3,23.2,67.9,740.8,22,61,64.8,False,7,1044.0,0
ag-04476,2026-05-07T12:50:00,N-456,lecture,north,practice,93.6,83,53,670.6,0.899,14.1,21.3,66.5,714.4,50,49,58.9,True,7,913.2,0
ag-04477,2026-05-19T14:10:00,N-203,seminar,north,lab,51.0,36,41,322.8,0.555,17.1,26.5,64.0,655.2,59,32,64.4,True,4,915.4,0
ag-04478,2026-04-16T10:25:00,W-158,coworking,west,practice,51.6,42,30,401.5,0.811,16.0,23.7,63.3,620.4,58,23,48.3,False,4,831.1,0
ag-04479,2026-03-11T10:30:00,C-134,lecture,central,lecture,94.8,78,46,690.4,0.532,6.3,24.1,54.6,731.3,41,50,64.2,False,4,959.8,0
ag-04480,2026-04-25T09:00:00,S-578,seminar,south,none,55.6,40,24,203.1,0.218,11.8,24.8,68.8,564.0,36,46,67.6,True,4,623.8,0
ag-04481,2026-05-14T18:00:00,W-335,lab,west,practice,42.4,30,24,263.4,0.802,18.8,24.0,63.9,529.3,10,79,61.6,True,3,567.0,0
ag-04482,2026-05-03T09:20:00,W-324,lab,west,practice,32.5,30,28,317.7,0.463,13.4,24.2,58.5,634.6,67,29,67.8,True,3,854.0,0
ag-04483,2026-05-14T17:55:00,N-528,lecture,north,lecture,83.6,73,51,542.9,0.21,14.9,25.3,66.3,868.4,41,64,58.5,True,1,994.5,0
ag-04484,2026-04-18T09:20:00,W-224,seminar,west,none,36.2,38,16,257.3,0.439,2.4,24.5,46.4,547.5,58,21,49.0,True,7,619.4,0
ag-04485,2026-03-30T16:15:00,S-454,lecture,south,practice,131.8,115,97,1176.2,0.508,10.6,23.3,49.8,989.7,48,45,72.3,False,4,1303.4,1
ag-04486,2026-05-02T09:50:00,N-165,lab,north,lecture,33.6,34,31,362.2,0.525,15.3,25.2,61.4,573.2,19,70,63.9,True,6,770.4,0
ag-04487,2026-04-17T17:55:00,N-152,seminar,north,practice,27.7,20,4,214.6,0.495,7.4,22.7,59.2,519.9,34,59,49.9,False,7,555.0,0
ag-04488,2026-05-05T14:25:00,E-150,seminar,east,practice,58.2,63,44,375.7,0.411,12.4,22.5,63.3,642.2,49,33,63.3,True,6,804.5,0
ag-04489,2026-03-04T12:40:00,E-348,lab,east,exam,36.9,27,21,291.0,0.708,-2.4,25.1,69.4,530.1,44,53,58.7,False,2,697.7,0
ag-04490,2026-02-20T18:15:00,S-509,seminar,south,practice,60.6,47,10,232.0,0.106,-1.9,24.9,39.6,568.6,61,22,45.9,False,6,693.5,0
ag-04491,2026-04-24T15:30:00,S-129,lab,south,lab,21.7,24,14,314.1,0.811,10.5,23.1,47.9,648.2,84,9,49.8,False,5,665.0,0
ag-04492,2026-05-11T13:35:00,N-125,lecture,north,none,66.3,57,14,405.3,0.608,11.5,21.9,44.5,451.9,35,48,46.3,True,2,474.7,0
ag-04493,2026-03-04T11:10:00,S-322,coworking,south,lab,48.2,36,23,300.9,0.728,-1.9,24.2,59.8,437.8,5,80,56.5,False,2,618.5,0
ag-04494,2026-04-04T11:30:00,W-433,seminar,west,lab,65.2,53,39,450.7,0.938,18.4,23.5,40.7,540.4,53,37,58.9,False,6,713.1,0
ag-04495,2026-05-18T14:30:00,E-434,seminar,east,lab,53.8,54,49,313.5,0.435,15.3,23.7,73.2,789.0,36,56,69.1,True,6,1112.4,1
ag-04496,2026-04-27T12:15:00,C-447,lab,central,lecture,56.1,42,31,258.2,0.4,16.6,24.1,56.9,585.1,26,72,64.1,False,5,741.7,0
ag-04497,2026-05-18T17:05:00,E-197,lecture,east,lecture,101.0,77,83,502.4,0.63,16.3,24.5,70.7,747.0,0,90,61.6,True,5,1073.5,0
ag-04498,2026-05-05T08:35:00,S-390,lecture,south,lecture,126.1,118,85,626.0,0.473,12.0,24.5,58.7,984.4,68,13,53.7,True,1,1331.7,1
ag-04499,2026-04-06T14:10:00,S-297,coworking,south,lecture,70.0,74,75,455.2,0.487,8.8,25.9,63.9,1148.5,86,13,65.9,False,4,1487.5,1
ag-04500,2026-04-08T11:20:00,E-208,seminar,east,exam,82.4,63,60,431.0,0.408,11.3,23.5,70.2,879.5,25,59,62.5,False,7,1131.7,1
ag-04501,2026-05-01T12:45:00,N-381,seminar,north,none,19.6,21,3,215.5,0.547,19.2,23.0,49.9,380.0,17,73,45.3,True,6,407.5,0
ag-04502,2026-03-25T12:50:00,N-170,lecture,north,lab,69.3,66,61,722.2,0.504,14.0,22.6,56.7,785.1,37,44,61.6,False,6,959.7,0
ag-04503,2026-02-10T15:50:00,S-513,lecture,south,lab,105.4,80,59,981.8,0.728,1.1,22.3,60.5,901.5,34,42,57.9,False,2,1033.4,0
ag-04504,2026-03-27T15:40:00,N-141,lab,north,lecture,31.6,24,14,358.2,0.9,6.4,20.6,60.4,425.0,29,39,54.4,False,2,421.2,0
ag-04505,2026-03-10T11:00:00,W-302,seminar,west,lab,42.9,41,29,187.8,0.304,2.6,24.3,65.7,635.4,81,12,59.7,False,5,943.7,0
ag-04506,2026-04-02T11:00:00,N-199,seminar,north,lecture,61.0,61,53,529.6,0.404,13.1,25.4,52.4,702.4,25,61,63.4,False,4,899.5,0
ag-04507,2026-02-13T13:35:00,E-359,coworking,east,lecture,40.9,44,29,318.8,0.674,-6.6,24.2,72.3,629.2,53,44,53.3,False,4,814.0,0
ag-04508,2026-03-03T18:40:00,C-388,lab,central,practice,32.4,26,14,292.5,0.597,0.9,23.8,50.4,631.8,44,45,50.6,False,6,750.4,0
ag-04509,2026-04-25T13:20:00,E-276,lecture,east,lab,146.9,126,94,1305.1,0.47,11.0,26.1,62.7,1074.5,54,26,68.0,False,1,1370.2,1
ag-04510,2026-03-18T18:25:00,C-469,seminar,central,lab,60.2,61,50,401.0,0.386,9.6,24.4,72.0,799.4,65,10,67.2,False,7,1230.1,1
ag-04511,2026-02-24T14:30:00,C-534,lab,central,lecture,46.5,43,38,285.9,0.62,10.7,22.3,56.5,656.3,36,55,49.8,False,6,773.2,0
ag-04512,2026-03-11T17:00:00,S-230,lecture,south,lecture,90.3,74,59,978.6,0.732,5.4,23.2,48.8,837.4,71,24,60.6,False,1,1159.1,1
ag-04513,2026-04-13T09:55:00,E-335,lecture,east,practice,122.8,103,35,932.9,0.577,8.5,22.9,56.2,761.2,38,45,51.7,False,6,874.9,0
ag-04514,2026-02-21T12:20:00,S-260,lab,south,lecture,34.7,27,22,270.1,0.748,-2.1,23.6,61.4,600.4,50,30,69.2,False,5,726.4,0
ag-04515,2026-04-28T14:25:00,S-291,lab,south,lecture,43.2,39,42,359.8,0.865,7.9,24.9,67.6,740.5,25,68,66.5,False,3,947.6,0
ag-04516,2026-03-30T16:45:00,C-332,seminar,central,practice,68.8,53,37,408.5,0.583,18.0,26.1,43.5,654.3,0,90,64.4,False,4,703.5,0
ag-04517,2026-02-14T15:00:00,S-541,lab,south,practice,45.0,43,26,371.1,0.58,4.9,19.1,56.1,462.6,30,54,54.3,False,2,509.9,0
ag-04518,2026-02-27T14:25:00,W-412,seminar,west,practice,52.1,42,32,245.3,0.543,5.0,24.3,44.8,599.0,56,36,63.7,False,3,728.2,0
ag-04519,2026-03-28T08:10:00,E-366,seminar,east,lecture,51.7,42,43,247.7,0.278,13.0,22.4,65.2,729.4,0,87,69.9,False,4,984.8,0
ag-04520,2026-03-20T15:20:00,W-474,seminar,west,lab,40.0,29,18,266.9,0.708,7.8,25.6,67.7,606.2,43,34,57.5,False,3,718.3,0
ag-04521,2026-04-04T18:20:00,E-420,lecture,east,lecture,63.3,56,66,509.1,0.56,8.2,24.3,58.2,883.3,55,64,63.7,True,6,1140.8,1
ag-04522,2026-05-15T09:50:00,W-532,lecture,west,practice,77.4,57,41,379.5,0.35,25.6,23.4,65.1,790.2,80,0,52.6,True,1,805.8,0
ag-04523,2026-03-29T08:40:00,S-522,lecture,south,lecture,84.9,94,76,1170.3,0.676,10.7,20.9,62.3,838.1,6,78,66.9,False,5,1193.1,1
ag-04524,2026-03-29T09:35:00,E-404,seminar,east,lab,47.8,46,30,463.7,0.605,11.7,23.5,55.4,633.9,79,24,66.7,False,4,883.2,0
ag-04525,2026-04-20T10:10:00,C-427,lecture,central,lab,83.0,58,37,223.0,0.162,24.7,22.3,51.6,709.1,34,45,55.7,False,6,873.9,0
ag-04526,2026-05-13T09:15:00,C-455,coworking,central,practice,36.4,26,26,148.3,0.588,13.7,22.9,45.2,496.0,33,56,72.8,True,7,670.6,0
ag-04527,2026-04-22T17:20:00,N-594,seminar,north,practice,70.3,62,30,547.7,0.473,4.7,22.5,59.7,567.8,39,45,61.3,False,6,656.2,0
ag-04528,2026-04-11T14:15:00,W-249,seminar,west,practice,61.5,47,52,427.0,0.53,15.5,25.0,59.4,746.3,61,32,71.0,False,1,1174.9,1
ag-04529,2026-04-30T13:40:00,N-200,lab,north,lecture,22.1,19,12,113.1,0.595,14.4,22.8,61.7,637.5,53,50,60.2,False,7,637.7,0
ag-04530,2026-02-23T18:45:00,E-327,lecture,east,lecture,63.6,60,69,485.5,0.513,-5.2,22.6,68.9,944.6,37,61,62.4,False,7,1219.1,1
ag-04531,2026-03-26T12:15:00,E-350,seminar,east,practice,53.9,40,19,245.1,0.422,7.9,23.5,57.2,501.5,8,77,53.3,False,4,589.4,0
ag-04532,2026-02-14T18:10:00,W-432,lecture,west,practice,124.4,102,28,795.4,0.396,-1.3,21.0,53.3,663.4,63,34,52.7,False,5,777.3,0
ag-04533,2026-04-21T14:45:00,N-242,lecture,north,none,104.4,91,5,704.3,0.263,11.4,23.8,27.5,475.4,24,78,46.3,False,1,518.4,0
ag-04534,2026-04-18T10:50:00,E-237,lab,east,practice,36.1,25,19,235.1,0.462,11.9,23.8,68.1,577.0,0,88,62.9,False,2,624.8,0
ag-04535,2026-05-02T11:35:00,S-410,lab,south,lab,25.3,20,18,93.3,0.306,6.5,23.4,53.8,579.6,31,64,68.2,True,6,694.9,0
ag-04536,2026-03-13T10:25:00,N-498,seminar,north,exam,27.0,28,26,382.5,0.872,-0.9,21.0,60.7,580.5,22,70,72.7,False,7,658.2,0
ag-04537,2026-04-27T16:35:00,W-319,lab,west,practice,58.3,41,27,264.8,0.568,21.9,24.1,60.2,637.8,12,77,50.9,True,3,697.2,0
ag-04538,2026-03-11T11:05:00,S-455,lecture,south,lecture,148.5,107,81,852.5,0.601,1.8,22.4,71.6,810.6,24,56,62.5,False,3,1170.6,1
ag-04539,2026-05-17T13:00:00,S-384,seminar,south,exam,49.9,50,44,368.5,0.271,14.4,23.4,60.2,763.1,35,60,62.7,True,7,1124.8,1
ag-04540,2026-05-06T14:50:00,C-140,lecture,central,lab,135.0,111,97,677.0,0.521,12.3,24.6,57.7,1180.5,38,56,59.0,True,7,1704.8,1
ag-04541,2026-03-10T09:30:00,C-108,coworking,central,practice,80.2,77,54,588.2,0.337,0.4,23.7,53.7,717.3,36,50,61.9,False,4,981.0,0
ag-04542,2026-03-20T17:15:00,W-231,lab,west,lecture,19.9,21,18,197.4,0.652,11.1,25.1,57.4,702.6,46,38,56.8,False,3,880.0,0
ag-04543,2026-02-28T18:55:00,W-598,lecture,west,practice,75.0,74,48,654.0,0.703,-2.2,23.7,47.4,645.7,25,60,51.1,False,6,818.9,0
ag-04544,2026-04-04T13:15:00,C-237,lecture,central,lecture,84.1,66,67,553.3,0.343,17.2,24.1,73.8,1021.3,42,43,62.2,False,6,1249.1,1
ag-04545,2026-04-09T16:15:00,W-183,lecture,west,lab,167.3,126,88,887.1,0.168,4.6,24.9,72.2,1155.3,90,0,51.0,False,7,1318.2,1
ag-04546,2026-03-30T13:35:00,N-242,seminar,north,lecture,58.9,59,44,825.3,0.878,11.2,20.7,54.7,566.9,12,77,55.7,True,2,730.0,0
ag-04547,2026-04-05T14:20:00,C-188,lecture,central,lecture,152.6,127,125,1138.7,0.39,3.2,25.1,68.5,1323.0,4,84,60.6,False,3,1928.9,1
ag-04548,2026-04-07T13:15:00,S-443,lecture,south,practice,119.4,92,53,630.0,0.354,3.7,25.7,48.7,808.1,38,44,60.2,False,7,1119.2,1
ag-04549,2026-04-20T13:20:00,W-443,lab,west,lecture,41.7,39,31,409.2,0.525,11.9,23.7,67.1,647.3,32,53,64.8,True,3,805.4,0
ag-04550,2026-03-16T08:05:00,C-172,seminar,central,practice,73.0,55,59,653.6,0.588,5.0,25.4,66.9,742.7,81,6,61.0,False,7,1043.9,0
ag-04551,2026-02-09T11:40:00,E-462,lab,east,practice,24.6,22,18,185.4,0.756,3.2,25.0,32.3,466.5,86,8,57.9,False,4,418.7,0
ag-04552,2026-02-14T14:00:00,S-331,lecture,south,lecture,119.4,83,59,582.6,0.136,4.1,24.0,56.5,841.5,50,30,63.4,False,4,1064.5,0
ag-04553,2026-02-18T10:20:00,S-136,seminar,south,practice,64.9,49,31,357.6,0.479,-0.3,23.8,71.8,669.4,48,44,62.4,False,2,854.3,0
ag-04554,2026-05-18T14:40:00,N-378,lab,north,lab,54.3,43,44,437.8,0.799,22.1,23.5,63.2,727.4,52,28,66.5,True,7,923.7,0
ag-04555,2026-04-19T15:45:00,S-570,lab,south,lecture,21.8,20,20,201.4,0.892,13.4,25.0,63.7,380.0,0,86,61.3,False,6,421.3,0
ag-04556,2026-04-14T09:30:00,S-585,lab,south,lecture,51.1,36,28,236.8,0.635,13.0,21.2,40.7,413.5,4,90,68.0,False,1,536.7,0
ag-04557,2026-03-01T15:00:00,S-110,coworking,south,practice,24.2,23,22,243.0,0.539,-6.6,24.6,55.8,651.0,0,80,71.6,False,4,789.4,0
ag-04558,2026-04-04T17:15:00,S-407,lab,south,practice,45.0,39,4,289.0,0.513,3.0,21.9,42.7,498.9,66,36,42.0,False,3,463.6,0
ag-04559,2026-05-09T11:35:00,S-567,seminar,south,practice,57.8,49,27,249.3,0.316,13.8,23.4,54.7,701.2,88,0,52.0,True,7,792.4,0
ag-04560,2026-04-05T13:05:00,N-374,lab,north,practice,45.4,34,24,325.6,0.691,13.7,24.4,51.9,468.0,33,53,63.4,False,4,685.1,0
ag-04561,2026-03-16T12:55:00,E-106,seminar,east,exam,67.4,49,38,409.5,0.412,6.9,23.7,66.6,649.0,13,80,59.6,False,3,858.9,0
ag-04562,2026-03-03T10:00:00,E-311,lab,east,practice,45.5,40,19,554.1,0.881,5.9,20.9,67.3,452.9,51,26,51.3,False,5,526.4,0
ag-04563,2026-02-18T08:05:00,S-454,lecture,south,lecture,84.7,75,77,575.3,0.472,-1.8,25.6,73.5,978.9,58,27,63.0,False,1,1283.6,1
ag-04564,2026-02-24T17:15:00,E-548,lecture,east,practice,117.2,103,66,573.2,0.322,2.9,23.1,58.2,758.0,50,44,49.5,False,1,1140.5,1
ag-04565,2026-03-06T12:25:00,W-120,lab,west,practice,37.6,36,18,384.8,0.652,9.4,23.0,64.4,529.5,66,20,49.4,False,2,652.6,0
ag-04566,2026-04-27T08:10:00,C-313,lecture,central,none,91.6,99,30,920.9,0.412,10.2,23.2,35.9,551.8,10,71,50.6,False,2,764.5,0
ag-04567,2026-05-19T18:00:00,C-368,seminar,central,practice,22.1,20,17,102.4,0.244,23.2,23.2,66.7,502.6,44,57,55.7,True,5,714.0,0
ag-04568,2026-05-19T18:55:00,W-575,lab,west,lecture,33.8,32,25,235.3,0.503,12.9,25.1,59.4,627.9,42,47,55.7,True,3,699.1,0
ag-04569,2026-04-22T10:55:00,S-592,lecture,south,practice,107.3,78,43,710.7,0.481,10.4,20.5,55.1,640.3,21,59,48.3,False,7,767.5,0
ag-04570,2026-05-13T11:55:00,S-298,seminar,south,practice,62.6,56,32,559.8,0.577,15.8,21.8,64.7,645.9,70,16,57.2,True,5,795.8,0
ag-04571,2026-04-27T13:00:00,S-180,lab,south,practice,29.1,24,9,286.1,0.662,17.5,23.9,61.4,530.4,31,53,51.4,False,7,616.3,0
ag-04572,2026-04-02T11:05:00,N-591,lecture,north,practice,78.4,74,41,438.0,0.382,4.6,25.4,49.8,654.6,12,63,61.6,False,7,925.7,0
ag-04573,2026-04-22T16:40:00,E-141,lab,east,practice,31.5,22,16,155.1,0.565,16.9,23.2,57.2,508.9,85,3,61.6,False,6,528.5,0
ag-04574,2026-04-28T10:20:00,C-549,lab,central,practice,34.2,29,22,326.0,0.764,16.6,23.7,64.1,472.1,11,75,60.2,False,6,502.3,0
ag-04575,2026-05-14T16:10:00,C-393,seminar,central,none,77.4,63,12,579.9,0.327,13.4,21.9,45.4,380.0,17,73,48.9,True,2,336.7,0
ag-04576,2026-04-17T08:50:00,W-525,seminar,west,lab,62.1,51,31,511.0,0.75,11.6,23.2,61.2,460.0,6,90,46.0,False,1,668.6,0
ag-04577,2026-04-14T08:40:00,N-307,lab,north,exam,38.0,39,38,373.9,0.425,14.4,25.4,57.3,696.1,9,77,69.4,True,5,814.4,0
ag-04578,2026-04-15T14:05:00,W-479,lecture,west,none,91.8,80,32,661.3,0.428,5.4,24.2,39.3,681.4,35,47,59.4,False,2,756.4,0
ag-04579,2026-03-11T15:05:00,W-210,lab,west,exam,29.4,32,32,155.7,0.344,8.8,25.2,55.7,848.7,54,35,68.1,True,4,1139.3,1
ag-04580,2026-02-18T15:50:00,S-341,lecture,south,lecture,66.6,61,58,487.7,0.587,-5.9,23.9,57.0,670.2,5,76,56.4,False,5,644.3,0
ag-04581,2026-03-24T17:00:00,W-322,lecture,west,lecture,58.1,55,26,456.4,0.309,7.4,25.7,39.0,645.0,46,40,50.1,False,6,695.1,0
ag-04582,2026-03-10T16:25:00,E-115,lab,east,lecture,56.8,44,31,464.0,0.746,1.3,19.8,49.7,489.9,29,51,65.7,True,7,442.1,0
ag-04583,2026-02-20T17:50:00,E-329,lecture,east,lab,168.0,125,81,861.2,0.299,-5.5,22.1,61.4,891.9,16,82,62.5,False,4,1394.0,1
ag-04584,2026-05-03T10:35:00,C-402,lecture,central,none,79.0,78,23,334.9,0.185,14.5,23.1,63.3,565.0,15,76,53.7,True,6,751.1,0
ag-04585,2026-02-22T11:50:00,S-544,lecture,south,lecture,119.6,110,83,716.8,0.176,2.6,24.5,64.2,866.8,0,90,59.2,False,7,1072.5,0
ag-04586,2026-03-23T17:40:00,E-402,seminar,east,lab,19.6,20,17,150.9,0.33,11.7,23.8,30.3,604.4,46,49,65.0,False,2,693.8,0
ag-04587,2026-04-24T17:30:00,C-485,seminar,central,lecture,26.4,27,19,230.8,0.866,-1.8,25.9,52.8,599.8,71,21,65.2,False,6,688.6,0
ag-04588,2026-02-14T09:20:00,E-205,seminar,east,none,39.4,35,12,279.0,0.568,0.2,22.9,51.6,622.3,50,41,53.8,False,5,649.5,0
ag-04589,2026-05-05T09:55:00,C-427,coworking,central,practice,61.6,44,39,158.8,0.06,14.9,25.2,68.2,786.5,69,21,60.9,True,5,1014.2,0
ag-04590,2026-03-06T18:20:00,N-170,seminar,north,practice,40.9,38,35,188.0,0.323,1.2,22.3,57.2,717.7,63,13,59.7,False,5,929.9,0
ag-04591,2026-03-09T15:25:00,E-486,seminar,east,lecture,66.7,48,43,390.5,0.95,6.8,24.5,63.5,796.7,43,55,61.4,True,3,962.6,0
ag-04592,2026-04-23T10:55:00,N-240,lecture,north,lecture,74.2,80,53,844.6,0.493,16.8,23.5,49.4,897.7,89,0,58.0,False,6,1082.4,0
ag-04593,2026-04-15T16:10:00,N-593,seminar,north,lecture,62.7,61,50,458.5,0.319,9.4,22.5,52.8,851.0,64,32,65.9,False,2,1006.1,0
ag-04594,2026-04-03T10:10:00,N-508,lab,north,practice,44.6,39,19,482.1,0.872,22.3,24.6,55.8,484.0,66,44,49.7,False,3,524.7,0
ag-04595,2026-04-09T15:50:00,E-253,lab,east,lecture,37.8,38,22,416.5,0.634,12.4,25.3,58.3,430.5,8,83,61.8,False,3,546.6,0
ag-04596,2026-02-26T11:20:00,E-215,seminar,east,lecture,66.2,54,49,298.1,0.436,6.7,24.3,70.6,716.3,60,30,63.1,False,1,957.5,0
ag-04597,2026-04-21T09:20:00,E-305,lab,east,lab,31.4,22,16,209.4,0.85,14.3,21.9,65.3,541.4,52,41,58.9,False,4,690.4,0
ag-04598,2026-05-18T11:25:00,S-169,seminar,south,lecture,44.2,45,26,507.9,0.558,26.3,24.6,54.4,586.1,28,69,54.1,True,4,634.7,0
ag-04599,2026-02-16T14:50:00,C-101,lecture,central,practice,138.2,109,85,743.2,0.209,1.0,22.1,58.5,1117.4,43,33,57.7,False,3,1409.1,1
ag-04600,2026-03-05T08:45:00,E-483,lecture,east,exam,84.3,71,55,351.7,0.165,4.0,23.3,75.0,824.1,21,61,56.6,False,2,1060.3,0
ag-04601,2026-04-19T12:05:00,S-491,lab,south,lab,24.0,18,15,235.6,0.875,-0.3,21.3,71.1,561.6,90,0,58.3,True,4,613.9,0
ag-04602,2026-02-26T09:05:00,N-180,lab,north,lecture,34.9,26,19,173.5,0.516,4.7,22.2,68.8,484.6,34,41,52.8,False,6,527.1,0
ag-04603,2026-05-09T16:15:00,S-253,lecture,south,practice,78.1,79,55,641.8,0.462,15.6,23.1,56.4,681.4,31,80,58.9,True,4,968.6,0
ag-04604,2026-04-27T17:40:00,W-365,lecture,west,lecture,107.3,97,82,356.7,0.166,20.1,25.9,59.2,1024.8,0,82,63.5,False,2,1353.4,1
ag-04605,2026-04-03T12:05:00,W-256,lab,west,none,19.9,20,4,180.1,0.827,12.4,23.3,44.8,380.0,28,66,53.7,False,6,494.9,0
ag-04606,2026-05-04T17:10:00,C-287,lab,central,lab,32.6,24,25,281.3,0.612,12.0,24.9,55.5,564.0,32,55,71.3,True,5,702.6,0
ag-04607,2026-02-22T11:40:00,N-219,seminar,north,practice,65.9,55,37,543.5,0.569,0.5,23.9,48.5,768.4,85,3,54.9,False,5,937.6,0
ag-04608,2026-02-20T12:30:00,E-427,lab,east,lab,26.5,21,15,291.7,0.896,-4.1,22.4,50.1,384.8,18,64,54.5,True,2,458.4,0
ag-04609,2026-05-11T18:00:00,W-152,lecture,west,lecture,93.0,92,79,492.0,0.15,21.3,24.3,49.5,894.0,37,45,70.8,True,1,1421.7,1
ag-04610,2026-05-04T18:50:00,W-532,lab,west,lecture,20.8,20,15,194.5,0.656,22.9,24.8,58.0,452.0,43,33,56.8,True,7,654.7,0
ag-04611,2026-02-17T14:15:00,E-130,seminar,east,practice,83.8,58,31,510.6,0.488,-1.1,23.4,51.5,640.1,84,4,58.5,False,7,755.2,0
ag-04612,2026-02-09T08:00:00,C-477,seminar,central,lecture,53.3,56,31,449.8,0.538,2.1,23.3,51.7,565.5,45,55,57.1,False,6,710.3,0
ag-04613,2026-04-06T16:15:00,E-308,lecture,east,lecture,74.8,56,52,640.5,0.747,13.2,24.4,61.5,673.4,55,35,62.4,False,4,778.5,0
ag-04614,2026-03-10T18:20:00,N-419,lecture,north,lab,109.7,93,66,518.7,0.406,2.1,25.2,52.5,823.3,59,24,67.4,False,1,1114.2,1
ag-04615,2026-04-27T14:10:00,E-106,lab,east,practice,36.1,27,21,184.0,0.73,16.1,24.3,60.9,508.8,44,43,61.8,False,2,560.5,0
ag-04616,2026-05-13T14:15:00,E-136,lab,east,practice,44.4,38,22,347.3,0.609,20.8,23.2,59.4,395.9,23,61,54.9,True,1,573.1,0
ag-04617,2026-05-14T14:25:00,N-411,lab,north,lecture,28.8,30,30,271.2,0.984,16.4,23.9,65.6,651.1,63,16,65.0,True,4,769.9,0
ag-04618,2026-03-23T13:05:00,N-514,seminar,north,exam,20.9,22,15,150.6,0.385,6.4,21.8,51.0,513.3,71,10,58.4,False,7,528.0,0
ag-04619,2026-03-13T15:25:00,S-502,lab,south,practice,29.6,29,19,337.7,0.807,2.8,23.2,52.2,617.8,59,37,66.9,False,5,829.2,0
ag-04620,2026-05-18T16:00:00,C-457,lecture,central,exam,104.2,93,103,480.2,0.218,17.4,25.2,65.0,1177.3,43,45,70.9,True,5,1433.1,1
ag-04621,2026-05-13T13:50:00,N-588,lab,north,practice,33.8,28,22,175.9,0.581,21.2,24.7,56.0,679.1,72,8,56.9,True,7,860.9,0
ag-04622,2026-05-15T09:45:00,C-311,lecture,central,lecture,95.9,106,88,1075.7,0.485,14.2,24.7,68.6,1017.6,45,44,55.0,True,5,1574.1,1
ag-04623,2026-05-17T16:20:00,N-175,seminar,north,lab,34.8,35,21,309.1,0.418,19.1,23.8,65.4,675.2,53,43,51.2,True,2,860.9,0
ag-04624,2026-04-08T12:45:00,E-556,lecture,east,practice,73.3,73,64,394.5,0.525,18.1,22.0,56.3,858.8,40,43,57.8,False,6,1143.8,1
